candidate_season_key,season_id,season_name,season_year,candidate_name,age_missing,gender_missing,profession_missing,physical_score_missing,current_age,current_gender,current_profession,current_physical_score,search_query_identity,search_query_gender,search_query_profession,search_query_physical_1,external_research_priority,external_research_request,research_status,review_status
KL31::jérôme merlier,KL31,Koh-Lanta : L'Île au trésor,2016,Jérôme Merlier,False,True,False,True,44.0,UNKNOWN,,,"""Jérôme Merlier"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Jérôme Merlier"" ""Koh-Lanta"" candidat candidate homme femme","""Jérôme Merlier"" ""Koh-Lanta"" 2016 portrait métier profession","""Jérôme Merlier"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Jérôme Merlier (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
"KL31::laurent ""lau"" émilien",KL31,Koh-Lanta : L'Île au trésor,2016,"Laurent ""Lau"" Émilien",False,True,False,True,30.0,UNKNOWN,,,"""Laurent ""Lau"" Émilien"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Laurent ""Lau"" Émilien"" ""Koh-Lanta"" candidat candidate homme femme","""Laurent ""Lau"" Émilien"" ""Koh-Lanta"" 2016 portrait métier profession","""Laurent ""Lau"" Émilien"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Laurent ""Lau"" Émilien (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::béryl libault de la chevasnerie,KL31,Koh-Lanta : L'Île au trésor,2016,Béryl Libault de la Chevasnerie,False,True,False,True,30.0,UNKNOWN,,,"""Béryl Libault de la Chevasnerie"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Béryl Libault de la Chevasnerie"" ""Koh-Lanta"" candidat candidate homme femme","""Béryl Libault de la Chevasnerie"" ""Koh-Lanta"" 2016 portrait métier profession","""Béryl Libault de la Chevasnerie"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Béryl Libault de la Chevasnerie (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::alexandra pharisien,KL31,Koh-Lanta : L'Île au trésor,2016,Alexandra Pharisien,False,True,False,True,40.0,UNKNOWN,,,"""Alexandra Pharisien"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Alexandra Pharisien"" ""Koh-Lanta"" candidat candidate homme femme","""Alexandra Pharisien"" ""Koh-Lanta"" 2016 portrait métier profession","""Alexandra Pharisien"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Alexandra Pharisien (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::yannick delalleau,KL31,Koh-Lanta : L'Île au trésor,2016,Yannick Delalleau,False,True,False,True,41.0,UNKNOWN,,,"""Yannick Delalleau"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Yannick Delalleau"" ""Koh-Lanta"" candidat candidate homme femme","""Yannick Delalleau"" ""Koh-Lanta"" 2016 portrait métier profession","""Yannick Delalleau"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Yannick Delalleau (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::julie navarro-camilleri,KL31,Koh-Lanta : L'Île au trésor,2016,Julie Navarro-Camilleri,False,True,False,True,38.0,UNKNOWN,,,"""Julie Navarro-Camilleri"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Julie Navarro-Camilleri"" ""Koh-Lanta"" candidat candidate homme femme","""Julie Navarro-Camilleri"" ""Koh-Lanta"" 2016 portrait métier profession","""Julie Navarro-Camilleri"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Julie Navarro-Camilleri (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::jérémy raffin,KL31,Koh-Lanta : L'Île au trésor,2016,Jérémy Raffin,False,True,False,True,26.0,UNKNOWN,,,"""Jérémy Raffin"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Jérémy Raffin"" ""Koh-Lanta"" candidat candidate homme femme","""Jérémy Raffin"" ""Koh-Lanta"" 2016 portrait métier profession","""Jérémy Raffin"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Jérémy Raffin (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::stéphane cipolla,KL31,Koh-Lanta : L'Île au trésor,2016,Stéphane Cipolla,False,True,False,True,45.0,UNKNOWN,,,"""Stéphane Cipolla"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Stéphane Cipolla"" ""Koh-Lanta"" candidat candidate homme femme","""Stéphane Cipolla"" ""Koh-Lanta"" 2016 portrait métier profession","""Stéphane Cipolla"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Stéphane Cipolla (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::ludivine wiart,KL31,Koh-Lanta : L'Île au trésor,2016,Ludivine Wiart,False,True,False,True,31.0,UNKNOWN,,,"""Ludivine Wiart"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Ludivine Wiart"" ""Koh-Lanta"" candidat candidate homme femme","""Ludivine Wiart"" ""Koh-Lanta"" 2016 portrait métier profession","""Ludivine Wiart"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Ludivine Wiart (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::candice boisson,KL31,Koh-Lanta : L'Île au trésor,2016,Candice Boisson,False,True,False,True,19.0,UNKNOWN,,,"""Candice Boisson"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Candice Boisson"" ""Koh-Lanta"" candidat candidate homme femme","""Candice Boisson"" ""Koh-Lanta"" 2016 portrait métier profession","""Candice Boisson"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Candice Boisson (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::bruno troester,KL31,Koh-Lanta : L'Île au trésor,2016,Bruno Troester,False,True,False,True,56.0,UNKNOWN,,,"""Bruno Troester"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Bruno Troester"" ""Koh-Lanta"" candidat candidate homme femme","""Bruno Troester"" ""Koh-Lanta"" 2016 portrait métier profession","""Bruno Troester"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Bruno Troester (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::freddy bolzer,KL31,Koh-Lanta : L'Île au trésor,2016,Freddy Bolzer,False,True,False,True,28.0,UNKNOWN,,,"""Freddy Bolzer"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Freddy Bolzer"" ""Koh-Lanta"" candidat candidate homme femme","""Freddy Bolzer"" ""Koh-Lanta"" 2016 portrait métier profession","""Freddy Bolzer"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Freddy Bolzer (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::jesta hillmann,KL31,Koh-Lanta : L'Île au trésor,2016,Jesta Hillmann,False,True,False,True,24.0,UNKNOWN,,,"""Jesta Hillmann"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Jesta Hillmann"" ""Koh-Lanta"" candidat candidate homme femme","""Jesta Hillmann"" ""Koh-Lanta"" 2016 portrait métier profession","""Jesta Hillmann"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Jesta Hillmann (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL31::benoît assadi,KL31,Koh-Lanta : L'Île au trésor,2016,Benoît Assadi,False,True,False,True,22.0,UNKNOWN,,,"""Benoît Assadi"" ""Koh-Lanta"" Koh-Lanta : L'Île au trésor 2016","""Benoît Assadi"" ""Koh-Lanta"" candidat candidate homme femme","""Benoît Assadi"" ""Koh-Lanta"" 2016 portrait métier profession","""Benoît Assadi"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Benoît Assadi (Koh-Lanta : L'Île au trésor, 2016)",NOT_STARTED,A_REVOIR
KL22::aliséa,KL22,Koh-Lanta : La Guerre des Chefs,2019,Aliséa,False,True,False,True,20.0,UNKNOWN,,,"""Aliséa"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Aliséa"" ""Koh-Lanta"" candidat candidate homme femme","""Aliséa"" ""Koh-Lanta"" 2019 portrait métier profession","""Aliséa"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Aliséa (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::carinne,KL22,Koh-Lanta : La Guerre des Chefs,2019,Carinne,False,True,False,True,45.0,UNKNOWN,,,"""Carinne"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Carinne"" ""Koh-Lanta"" candidat candidate homme femme","""Carinne"" ""Koh-Lanta"" 2019 portrait métier profession","""Carinne"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Carinne (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::émilie,KL22,Koh-Lanta : La Guerre des Chefs,2019,Émilie,False,True,False,True,35.0,UNKNOWN,,,"""Émilie"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Émilie"" ""Koh-Lanta"" candidat candidate homme femme","""Émilie"" ""Koh-Lanta"" 2019 portrait métier profession","""Émilie"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Émilie (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::victor,KL22,Koh-Lanta : La Guerre des Chefs,2019,Victor,False,True,False,True,25.0,UNKNOWN,,,"""Victor"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Victor"" ""Koh-Lanta"" candidat candidate homme femme","""Victor"" ""Koh-Lanta"" 2019 portrait métier profession","""Victor"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Victor (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::chloé,KL22,Koh-Lanta : La Guerre des Chefs,2019,Chloé,False,True,False,True,32.0,UNKNOWN,,,"""Chloé"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Chloé"" ""Koh-Lanta"" candidat candidate homme femme","""Chloé"" ""Koh-Lanta"" 2019 portrait métier profession","""Chloé"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Chloé (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::xavier,KL22,Koh-Lanta : La Guerre des Chefs,2019,Xavier,False,True,False,True,53.0,UNKNOWN,,,"""Xavier"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Xavier"" ""Koh-Lanta"" candidat candidate homme femme","""Xavier"" ""Koh-Lanta"" 2019 portrait métier profession","""Xavier"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Xavier (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::frédéric,KL22,Koh-Lanta : La Guerre des Chefs,2019,Frédéric,False,True,False,True,52.0,UNKNOWN,,,"""Frédéric"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Frédéric"" ""Koh-Lanta"" candidat candidate homme femme","""Frédéric"" ""Koh-Lanta"" 2019 portrait métier profession","""Frédéric"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Frédéric (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::alexandre,KL22,Koh-Lanta : La Guerre des Chefs,2019,Alexandre,False,True,False,True,28.0,UNKNOWN,,,"""Alexandre"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Alexandre"" ""Koh-Lanta"" candidat candidate homme femme","""Alexandre"" ""Koh-Lanta"" 2019 portrait métier profession","""Alexandre"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Alexandre (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::béatrice,KL22,Koh-Lanta : La Guerre des Chefs,2019,Béatrice,False,True,False,True,28.0,UNKNOWN,,,"""Béatrice"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Béatrice"" ""Koh-Lanta"" candidat candidate homme femme","""Béatrice"" ""Koh-Lanta"" 2019 portrait métier profession","""Béatrice"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Béatrice (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::brice,KL22,Koh-Lanta : La Guerre des Chefs,2019,Brice,False,True,False,True,24.0,UNKNOWN,,,"""Brice"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Brice"" ""Koh-Lanta"" candidat candidate homme femme","""Brice"" ""Koh-Lanta"" 2019 portrait métier profession","""Brice"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Brice (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::sophie,KL22,Koh-Lanta : La Guerre des Chefs,2019,Sophie,False,True,False,True,34.0,UNKNOWN,,,"""Sophie"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Sophie"" ""Koh-Lanta"" candidat candidate homme femme","""Sophie"" ""Koh-Lanta"" 2019 portrait métier profession","""Sophie"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sophie (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::angélique,KL22,Koh-Lanta : La Guerre des Chefs,2019,Angélique,False,True,False,True,24.0,UNKNOWN,,,"""Angélique"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Angélique"" ""Koh-Lanta"" candidat candidate homme femme","""Angélique"" ""Koh-Lanta"" 2019 portrait métier profession","""Angélique"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Angélique (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::mohamed,KL22,Koh-Lanta : La Guerre des Chefs,2019,Mohamed,False,True,False,True,37.0,UNKNOWN,,,"""Mohamed"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Mohamed"" ""Koh-Lanta"" candidat candidate homme femme","""Mohamed"" ""Koh-Lanta"" 2019 portrait métier profession","""Mohamed"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Mohamed (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::nicolas,KL22,Koh-Lanta : La Guerre des Chefs,2019,Nicolas,False,True,False,True,35.0,UNKNOWN,,,"""Nicolas"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Nicolas"" ""Koh-Lanta"" candidat candidate homme femme","""Nicolas"" ""Koh-Lanta"" 2019 portrait métier profession","""Nicolas"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Nicolas (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::maxime,KL22,Koh-Lanta : La Guerre des Chefs,2019,Maxime,False,True,False,True,32.0,UNKNOWN,,,"""Maxime"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Maxime"" ""Koh-Lanta"" candidat candidate homme femme","""Maxime"" ""Koh-Lanta"" 2019 portrait métier profession","""Maxime"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Maxime (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::cyril,KL22,Koh-Lanta : La Guerre des Chefs,2019,Cyril,False,True,False,True,37.0,UNKNOWN,,,"""Cyril"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Cyril"" ""Koh-Lanta"" candidat candidate homme femme","""Cyril"" ""Koh-Lanta"" 2019 portrait métier profession","""Cyril"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Cyril (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::clo,KL22,Koh-Lanta : La Guerre des Chefs,2019,Clo,False,True,False,True,28.0,UNKNOWN,,,"""Clo"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Clo"" ""Koh-Lanta"" candidat candidate homme femme","""Clo"" ""Koh-Lanta"" 2019 portrait métier profession","""Clo"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Clo (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::aurélien,KL22,Koh-Lanta : La Guerre des Chefs,2019,Aurélien,False,True,False,True,23.0,UNKNOWN,,,"""Aurélien"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Aurélien"" ""Koh-Lanta"" candidat candidate homme femme","""Aurélien"" ""Koh-Lanta"" 2019 portrait métier profession","""Aurélien"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Aurélien (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,2019,Steeve,False,True,False,True,46.0,UNKNOWN,,,"""Steeve"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Steeve"" ""Koh-Lanta"" candidat candidate homme femme","""Steeve"" ""Koh-Lanta"" 2019 portrait métier profession","""Steeve"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Steeve (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,2019,Cindy,False,True,False,True,31.0,UNKNOWN,,,"""Cindy"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Cindy"" ""Koh-Lanta"" candidat candidate homme femme","""Cindy"" ""Koh-Lanta"" 2019 portrait métier profession","""Cindy"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Cindy (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,2019,Maud,False,True,False,True,50.0,UNKNOWN,,,"""Maud"" ""Koh-Lanta"" Koh-Lanta : La Guerre des Chefs 2019","""Maud"" ""Koh-Lanta"" candidat candidate homme femme","""Maud"" ""Koh-Lanta"" 2019 portrait métier profession","""Maud"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Maud (Koh-Lanta : La Guerre des Chefs, 2019)",NOT_STARTED,A_REVOIR
"KL25::céline ""lili"" gasnier",KL25,Koh-Lanta : Le Totem Maudit,2022,"Céline ""Lili"" Gasnier",False,True,False,True,40.0,UNKNOWN,,,"""Céline ""Lili"" Gasnier"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit 2022","""Céline ""Lili"" Gasnier"" ""Koh-Lanta"" candidat candidate homme femme","""Céline ""Lili"" Gasnier"" ""Koh-Lanta"" 2022 portrait métier profession","""Céline ""Lili"" Gasnier"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Céline ""Lili"" Gasnier (Koh-Lanta : Le Totem Maudit, 2022)",NOT_STARTED,A_REVOIR
KL25::céline dufrenoy,KL25,Koh-Lanta : Le Totem Maudit,2022,Céline Dufrenoy,False,True,False,True,41.0,UNKNOWN,,,"""Céline Dufrenoy"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit 2022","""Céline Dufrenoy"" ""Koh-Lanta"" candidat candidate homme femme","""Céline Dufrenoy"" ""Koh-Lanta"" 2022 portrait métier profession","""Céline Dufrenoy"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Céline Dufrenoy (Koh-Lanta : Le Totem Maudit, 2022)",NOT_STARTED,A_REVOIR
KL25::franck macia,KL25,Koh-Lanta : Le Totem Maudit,2022,Franck Macia,False,True,False,True,52.0,UNKNOWN,,,"""Franck Macia"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit 2022","""Franck Macia"" ""Koh-Lanta"" candidat candidate homme femme","""Franck Macia"" ""Koh-Lanta"" 2022 portrait métier profession","""Franck Macia"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Franck Macia (Koh-Lanta : Le Totem Maudit, 2022)",NOT_STARTED,A_REVOIR
KL25::mattéo real,KL25,Koh-Lanta : Le Totem Maudit,2022,Mattéo Real,False,True,False,True,20.0,UNKNOWN,,,"""Mattéo Real"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit 2022","""Mattéo Real"" ""Koh-Lanta"" candidat candidate homme femme","""Mattéo Real"" ""Koh-Lanta"" 2022 portrait métier profession","""Mattéo Real"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Mattéo Real (Koh-Lanta : Le Totem Maudit, 2022)",NOT_STARTED,A_REVOIR
KL25::samira aït-brahim,KL25,Koh-Lanta : Le Totem Maudit,2022,Samira Aït-Brahim,False,True,False,True,34.0,UNKNOWN,,,"""Samira Aït-Brahim"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit 2022","""Samira Aït-Brahim"" ""Koh-Lanta"" candidat candidate homme femme","""Samira Aït-Brahim"" ""Koh-Lanta"" 2022 portrait métier profession","""Samira Aït-Brahim"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Samira Aït-Brahim (Koh-Lanta : Le Totem Maudit, 2022)",NOT_STARTED,A_REVOIR
KL25::benjamin breerette,KL25,Koh-Lanta : Le Totem Maudit,2022,Benjamin Breerette,False,True,False,True,24.0,UNKNOWN,,,"""Benjamin Breerette"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit 2022","""Benjamin Breerette"" ""Koh-Lanta"" candidat candidate homme femme","""Benjamin Breerette"" ""Koh-Lanta"" 2022 portrait métier profession","""Benjamin Breerette"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Benjamin Breerette (Koh-Lanta : Le Totem Maudit, 2022)",NOT_STARTED,A_REVOIR
KL25::stéphanie tribot,KL25,Koh-Lanta : Le Totem Maudit,2022,Stéphanie Tribot,False,True,False,True,35.0,UNKNOWN,,,"""Stéphanie Tribot"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit 2022","""Stéphanie Tribot"" ""Koh-Lanta"" candidat candidate homme femme","""Stéphanie Tribot"" ""Koh-Lanta"" 2022 portrait métier profession","""Stéphanie Tribot"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Stéphanie Tribot (Koh-Lanta : Le Totem Maudit, 2022)",NOT_STARTED,A_REVOIR
KL25::jean-philippe masy,KL25,Koh-Lanta : Le Totem Maudit,2022,Jean-Philippe Masy,False,True,False,True,36.0,UNKNOWN,,,"""Jean-Philippe Masy"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit 2022","""Jean-Philippe Masy"" ""Koh-Lanta"" candidat candidate homme femme","""Jean-Philippe Masy"" ""Koh-Lanta"" 2022 portrait métier profession","""Jean-Philippe Masy"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Jean-Philippe Masy (Koh-Lanta : Le Totem Maudit, 2022)",NOT_STARTED,A_REVOIR
KL25::alexandra élizé,KL25,Koh-Lanta : Le Totem Maudit,2022,Alexandra Élizé,False,True,False,True,35.0,UNKNOWN,,,"""Alexandra Élizé"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit 2022","""Alexandra Élizé"" ""Koh-Lanta"" candidat candidate homme femme","""Alexandra Élizé"" ""Koh-Lanta"" 2022 portrait métier profession","""Alexandra Élizé"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Alexandra Élizé (Koh-Lanta : Le Totem Maudit, 2022)",NOT_STARTED,A_REVOIR
KL25::setha el hajjami,KL25,Koh-Lanta : Le Totem Maudit,2022,Setha El Hajjami,False,True,False,True,35.0,UNKNOWN,,,"""Setha El Hajjami"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit 2022","""Setha El Hajjami"" ""Koh-Lanta"" candidat candidate homme femme","""Setha El Hajjami"" ""Koh-Lanta"" 2022 portrait métier profession","""Setha El Hajjami"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Setha El Hajjami (Koh-Lanta : Le Totem Maudit, 2022)",NOT_STARTED,A_REVOIR
KL25::colin mottas,KL25,Koh-Lanta : Le Totem Maudit,2022,Colin Mottas,False,True,False,True,25.0,UNKNOWN,,,"""Colin Mottas"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit 2022","""Colin Mottas"" ""Koh-Lanta"" candidat candidate homme femme","""Colin Mottas"" ""Koh-Lanta"" 2022 portrait métier profession","""Colin Mottas"" ""Koh-Lanta"" sport entrainement musclé athlétique",HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Colin Mottas (Koh-Lanta : Le Totem Maudit, 2022)",NOT_STARTED,A_REVOIR
