candidate_season_key,season_id,season_name,candidate_name,age_missing,gender_missing,profession_missing,physical_score_missing,physical_score_current,profile_documentation_sufficient,research_task_type,research_priority_score,external_research_priority,external_research_request,queue_reason_valid,query_quality_valid,duplicate_status,audit_status,audit_warning
KL25::colin mottas,KL25,Koh-Lanta : Le Totem Maudit,Colin Mottas,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Colin Mottas (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL25::pauline pourchaire,KL25,Koh-Lanta : Le Totem Maudit,Pauline Pourchaire,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Pauline Pourchaire (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL25::yannick zachée,KL25,Koh-Lanta : Le Totem Maudit,Yannick Zachée,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Yannick Zachée (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL25::anne-sophie mounier,KL25,Koh-Lanta : Le Totem Maudit,Anne-Sophie Mounier,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Anne-Sophie Mounier (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL25::maxime tournoux,KL25,Koh-Lanta : Le Totem Maudit,Maxime Tournoux,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Maxime Tournoux (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL25::louana roy,KL25,Koh-Lanta : Le Totem Maudit,Louana Roy,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Louana Roy (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL25::fouzi ould bouamama,KL25,Koh-Lanta : Le Totem Maudit,Fouzi Ould Bouamama,False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Fouzi Ould Bouamama (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL25::nicolas bellon,KL25,Koh-Lanta : Le Totem Maudit,Nicolas Bellon,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Nicolas Bellon (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL25::olga khokhlova,KL25,Koh-Lanta : Le Totem Maudit,Olga Khokhlova,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Olga Khokhlova (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL25::ambre daudet,KL25,Koh-Lanta : Le Totem Maudit,Ambre Daudet,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Ambre Daudet (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL25::jean-charles chatelus,KL25,Koh-Lanta : Le Totem Maudit,Jean-Charles Chatelus,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Jean-Charles Chatelus (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL25::géraldine nicolle,KL25,Koh-Lanta : Le Totem Maudit,Géraldine Nicolle,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Géraldine Nicolle (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL25::bastien san pedro,KL25,Koh-Lanta : Le Totem Maudit,Bastien San Pedro,False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Bastien San Pedro (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL25::françois descamp,KL25,Koh-Lanta : Le Totem Maudit,François Descamp,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour François Descamp (Koh-Lanta : Le Totem Maudit, 2022)",True,True,UNIQUE,PASS,
KL32::françois,KL32,Koh-Lanta : Les 4 Terres,François,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour François (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::carole,KL32,Koh-Lanta : Les 4 Terres,Carole,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Carole (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::samuel,KL32,Koh-Lanta : Les 4 Terres,Samuel,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Samuel (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::diane,KL32,Koh-Lanta : Les 4 Terres,Diane,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Diane (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::estelle,KL32,Koh-Lanta : Les 4 Terres,Estelle,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Estelle (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::mathieu,KL32,Koh-Lanta : Les 4 Terres,Mathieu,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Mathieu (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::adrien,KL32,Koh-Lanta : Les 4 Terres,Adrien,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Adrien (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::aubin,KL32,Koh-Lanta : Les 4 Terres,Aubin,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Aubin (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::sébastien,KL32,Koh-Lanta : Les 4 Terres,Sébastien,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sébastien (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::marie-france,KL32,Koh-Lanta : Les 4 Terres,Marie-France,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Marie-France (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::hadja,KL32,Koh-Lanta : Les 4 Terres,Hadja,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Hadja (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::bertrand-kamal († décédé avant la finale),KL32,Koh-Lanta : Les 4 Terres,Bertrand-Kamal († décédé avant la finale),False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Bertrand-Kamal († décédé avant la finale) (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::joaquina,KL32,Koh-Lanta : Les 4 Terres,Joaquina,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Joaquina (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::jody,KL32,Koh-Lanta : Les 4 Terres,Jody,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Jody (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::laurent,KL32,Koh-Lanta : Les 4 Terres,Laurent,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Laurent (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::alix,KL32,Koh-Lanta : Les 4 Terres,Alix,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Alix (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::fabrice,KL32,Koh-Lanta : Les 4 Terres,Fabrice,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Fabrice (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::ava,KL32,Koh-Lanta : Les 4 Terres,Ava,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Ava (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::angélique,KL32,Koh-Lanta : Les 4 Terres,Angélique,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Angélique (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::dorian,KL32,Koh-Lanta : Les 4 Terres,Dorian,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Dorian (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::lola,KL32,Koh-Lanta : Les 4 Terres,Lola,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Lola (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::loïc,KL32,Koh-Lanta : Les 4 Terres,Loïc,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Loïc (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::brice,KL32,Koh-Lanta : Les 4 Terres,Brice,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Brice (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL32::alexandra,KL32,Koh-Lanta : Les 4 Terres,Alexandra,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Alexandra (Koh-Lanta : Les 4 Terres, 2020)",True,True,UNIQUE,PASS,
KL27::steve grenier,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Steve Grenier,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Steve Grenier (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::alicia bouly,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Alicia Bouly,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Alicia Bouly (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::nathalie suhard,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Nathalie Suhard,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Nathalie Suhard (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::william plancq,KL27,Koh-Lanta : Les Chasseurs d'Immunité,William Plancq,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour William Plancq (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::alexis tchernychev,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Alexis Tchernychev,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Alexis Tchernychev (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::émilie clavis,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Émilie Clavis,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Émilie Clavis (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::sarah diawara,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Sarah Diawara,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sarah Diawara (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::maxime barbet,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Maxime Barbet,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Maxime Barbet (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::ricky poyet,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Ricky Poyet,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Ricky Poyet (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::léa notardonato,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Léa Notardonato,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Léa Notardonato (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::océane montenegro,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Océane Montenegro,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Océane Montenegro (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::cécile poprawa,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Cécile Poprawa,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Cécile Poprawa (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::sébastien cazaux returned to game,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Sébastien Cazaux Returned to Game,False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sébastien Cazaux Returned to Game (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::aurélien dulau,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Aurélien Dulau,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Aurélien Dulau (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::jean belmonte,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Jean Belmonte,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Jean Belmonte (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::mégane rouland,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Mégane Rouland,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Mégane Rouland (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::david murail,KL27,Koh-Lanta : Les Chasseurs d'Immunité,David Murail,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour David Murail (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::sébastien cazaux,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Sébastien Cazaux,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sébastien Cazaux (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::amri madani,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Amri Madani,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Amri Madani (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::pauline bonneil,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Pauline Bonneil,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Pauline Bonneil (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::julie rignault,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Julie Rignault,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Julie Rignault (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::meïssa seck,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Meïssa Seck,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Meïssa Seck (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL27::léa sahin,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Léa Sahin,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Léa Sahin (Koh-Lanta : Les Chasseurs d'Immunité, 2024)",True,True,UNIQUE,PASS,
KL15::mélanie,KL15,Koh-Lanta : Malaisie,Mélanie,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Mélanie (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::mickaël,KL15,Koh-Lanta : Malaisie,Mickaël,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Mickaël (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::sara [ n 1 ],KL15,Koh-Lanta : Malaisie,Sara [ N 1 ],False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sara [ N 1 ] (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::nadine,KL15,Koh-Lanta : Malaisie,Nadine,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Nadine (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::élodie,KL15,Koh-Lanta : Malaisie,Élodie,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Élodie (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::marie [ n 2 ],KL15,Koh-Lanta : Malaisie,Marie [ N 2 ],False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Marie [ N 2 ] (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::anthony,KL15,Koh-Lanta : Malaisie,Anthony,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Anthony (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::javier [ n 3 ],KL15,Koh-Lanta : Malaisie,Javier [ N 3 ],False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Javier [ N 3 ] (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::namadia [ n 4 ],KL15,Koh-Lanta : Malaisie,Namadia [ N 4 ],False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Namadia [ N 4 ] (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::marylou,KL15,Koh-Lanta : Malaisie,Marylou,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Marylou (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::catherine,KL15,Koh-Lanta : Malaisie,Catherine,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Catherine (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::camille,KL15,Koh-Lanta : Malaisie,Camille,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Camille (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::charles,KL15,Koh-Lanta : Malaisie,Charles,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Charles (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::thierry,KL15,Koh-Lanta : Malaisie,Thierry,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Thierry (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::myriam,KL15,Koh-Lanta : Malaisie,Myriam,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Myriam (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::bernard,KL15,Koh-Lanta : Malaisie,Bernard,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Bernard (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::philippe [ n 5 ],KL15,Koh-Lanta : Malaisie,Philippe [ N 5 ],False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Philippe [ N 5 ] (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::vanessa,KL15,Koh-Lanta : Malaisie,Vanessa,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Vanessa (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::brice [ n 6 ],KL15,Koh-Lanta : Malaisie,Brice [ N 6 ],False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Brice [ N 6 ] (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL15::ugo [ n 7 ],KL15,Koh-Lanta : Malaisie,Ugo [ N 7 ],False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Ugo [ N 7 ] (Koh-Lanta : Malaisie, 2012)",True,True,UNIQUE,PASS,
KL13::lisa legouverneur,KL13,Koh-Lanta : Raja Ampat,Lisa Legouverneur,False,True,False,True,0.0,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Lisa Legouverneur (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::catherine diard,KL13,Koh-Lanta : Raja Ampat,Catherine Diard,False,True,False,True,1.0,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Catherine Diard (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::steve lemercier,KL13,Koh-Lanta : Raja Ampat,Steve Lemercier,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Steve Lemercier (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
"KL13::gérard ""gégé"" icardi",KL13,Koh-Lanta : Raja Ampat,"Gérard ""Gégé"" Icardi",False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Gérard ""Gégé"" Icardi (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
"KL13::nawal ""naouel"" hadjaf",KL13,Koh-Lanta : Raja Ampat,"Nawal ""Naouel"" Hadjaf",False,True,False,True,,False,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Nawal ""Naouel"" Hadjaf (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::benoît mahieux,KL13,Koh-Lanta : Raja Ampat,Benoît Mahieux,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Benoît Mahieux (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::délisia fettache,KL13,Koh-Lanta : Raja Ampat,Délisia Fettache,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Délisia Fettache (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::caroline matteucci,KL13,Koh-Lanta : Raja Ampat,Caroline Matteucci,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Caroline Matteucci (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
KL13::maxime boulet,KL13,Koh-Lanta : Raja Ampat,Maxime Boulet,False,True,False,True,,False,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Maxime Boulet (Koh-Lanta : Raja Ampat, 2011)",True,True,UNIQUE,PASS,
