candidate_season_key,season_id,season_name,candidate_name,survival_time,departure_type_normalized,departure_category,departure_model_category,final_position_raw,proposed_departure_cause,proposed_confidence,proposal_reason,manual_final_cause,manual_review_status,source_url_1,source_excerpt_1,source_url_2,source_excerpt_2,source_quality,season_year,age,gender,physical_score,event,censored,returned_to_game,first_exit_order,final_exit_order,physical_score_confidence,gender_male,physical_score_available,complete_case_main_model,complete_case_physical_model,effective_departure_cause
KL02::pierre,KL02,KL KL02,Pierre,5.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le résumé de saison décrit son élimination par quatre voix au conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL02::jacky,KL02,KL KL02,Jacky,6.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,La fiche de saison et la fiche candidat indiquent une élimination au conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL02::adonis,KL02,KL KL02,Adonis,7.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le résumé de saison décrit son élimination à l'unanimité au conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL02::jimmy,KL02,KL KL02,Jimmy,8.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le résumé de saison indique qu'il est éliminé par cinq voix contre quatre au conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL02::béatrice,KL02,KL KL02,Béatrice,9.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,La fiche candidat et le résumé de saison indiquent une élimination au conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL02::françois-xavier,KL02,KL KL02,François-Xavier,10.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le résumé de saison indique une élimination par quatre voix au conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL02::isabelle,KL02,KL KL02,Isabelle,11.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le tableau de saison indique une élimination au conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL02::maud,KL02,KL KL02,Maud,12.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le tableau de saison indique une élimination au conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL02::marianne,KL02,KL KL02,Marianne,13.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,ELIMINATION_CHALLENGE,HIGH,Élimination directe après une épreuve à enjeu éliminatoire.,ELIMINATION_CHALLENGE,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,La fiche candidate précise une élimination lors de l'épreuve du quiz.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,ELIMINATION_CHALLENGE
KL02::bernard,KL02,KL KL02,Bernard,14.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,FINALE_POTEAUX,HIGH,Élimination pendant l'épreuve finale des poteaux.,FINALE_POTEAUX,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le tableau de saison indique qu'il est éliminé aux poteaux.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_POTEAUX
KL03::michel jeandel,KL03,Koh-Lanta : Bocas del Toro,Michel Jeandel,3.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,MEDICAL,HIGH,Sortie imposée par le médecin ou évacuation sanitaire.,MEDICAL,VALIDATED_BATCH_001,https://survivor.fandom.com/wiki/Koh-Lanta%3A_Bocas_del_Toro,La saison indique une évacuation médicale liée à une blessure au doigt.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,MEDICAL
KL03::sophie guilloix,KL03,Koh-Lanta : Bocas del Toro,Sophie Guilloix,4.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique une élimination au conseil au jour 10.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL03::julie bourdon,KL03,Koh-Lanta : Bocas del Toro,Julie Bourdon,5.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,MEDICAL,HIGH,Sortie imposée par le médecin ou évacuation sanitaire.,MEDICAL,VALIDATED_BATCH_001,https://survivor.fandom.com/wiki/Koh-Lanta%3A_Bocas_del_Toro,La saison indique une évacuation médicale après une infection rénale.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,MEDICAL
KL03::linda delamarre,KL03,Koh-Lanta : Bocas del Toro,Linda Delamarre,6.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique une élimination au conseil au jour 13.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL03::philippe huquet,KL03,Koh-Lanta : Bocas del Toro,Philippe Huquet,7.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,MEDICAL,HIGH,Sortie imposée par le médecin ou évacuation sanitaire.,MEDICAL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique un abandon sur décision médicale au jour 14.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,MEDICAL
KL03::alexandre bérard,KL03,Koh-Lanta : Bocas del Toro,Alexandre Bérard,8.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique une élimination au conseil au jour 16.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL03::richard lecourt,KL03,Koh-Lanta : Bocas del Toro,Richard Lecourt,9.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Première sortie au Conseil ; la seconde sortie médicale après retour est ignorée.,VOTE_CONSEIL,VALIDATED_FIRST_EXIT_RULE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,"Après son retour dans le jeu, sa sortie définitive au jour 19 est une évacuation médicale.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL03::sylvie rivoal,KL03,Koh-Lanta : Bocas del Toro,Sylvie Rivoal,10.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique une élimination au conseil au jour 22.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,Sébastien Loew,11.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,"Après son retour, sa sortie définitive est une élimination au conseil au jour 25.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL03::valérie dot,KL03,Koh-Lanta : Bocas del Toro,Valérie Dot,12.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique une élimination au conseil au jour 28.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL03::hélène patry,KL03,Koh-Lanta : Bocas del Toro,Hélène Patry,13.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique une élimination au conseil au jour 34.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL03::moundir zoughari,KL03,Koh-Lanta : Bocas del Toro,Moundir Zoughari,14.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_001,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique une élimination au conseil au jour 37.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL03::antoine sanchez,KL03,Koh-Lanta : Bocas del Toro,Antoine Sanchez,15.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,FINALE_ORIENTATION,HIGH,Élimination pendant l'épreuve finale d'orientation.,FINALE_ORIENTATION,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Antoine est éliminé lors de l'épreuve finale d'orientation au jour 38.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_ORIENTATION
KL03::moussa niangane,KL03,Koh-Lanta : Bocas del Toro,Moussa Niangane,16.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,FINALE_POTEAUX,HIGH,Élimination pendant l'épreuve finale des poteaux.,FINALE_POTEAUX,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Moussa tombe le premier lors de l'épreuve des poteaux et n'est pas choisi pour le jury final.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_POTEAUX
KL07::ali,KL07,KL KL07,Ali,1.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOLUNTARY,HIGH,Départ choisi volontairement par le candidat.,VOLUNTARY,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Ali décide volontairement de quitter l'aventure, ne supportant plus le manque de sa famille.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOLUNTARY
KL07::pascale,KL07,KL KL07,Pascale,2.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Première sortie uniquement : élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,"Pascale est d'abord éliminée au Conseil, puis revient après l'abandon d'Ali ; seule sa première sortie est retenue.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL07::marie-laure,KL07,KL KL07,Marie-Laure,3.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,Marie-Laure est éliminée au Conseil au jour 10.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL07::mélanie,KL07,KL KL07,Mélanie,4.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,Mélanie est éliminée au Conseil au jour 13.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL07::véronique barriol,KL07,KL KL07,Véronique Barriol,5.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,Véronique est éliminée au Conseil au jour 16.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL07::chloé,KL07,KL KL07,Chloé,6.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,Chloé est éliminée au Conseil au jour 19.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL07::érick,KL07,KL KL07,Érick,7.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,"Élimination décidée par vote au Conseil, malgré un handicap préalable lié aux ambassadeurs.",VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,Érick reçoit un vote issu de la décision des ambassadeurs puis est éliminé au Conseil ; la sortie effective est classée comme vote au Conseil.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL07::filomène,KL07,KL KL07,Filomène,8.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,Filomène est éliminée au Conseil au jour 25.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL07::adrien,KL07,KL KL07,Adrien,9.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOLUNTARY,HIGH,Départ volontaire permettant le retour d'un candidat.,VOLUNTARY,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,Adrien choisit de quitter l'aventure afin de permettre à Grégoire de revenir dans le jeu.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOLUNTARY
KL07::grégoire,KL07,KL KL07,Grégoire,10.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Première sortie uniquement : élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,Grégoire est éliminé au Conseil avant de revenir après le départ volontaire d'Adrien ; seule sa première sortie est retenue.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL07::laurent,KL07,KL KL07,Laurent,11.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,Laurent est éliminé au Conseil au jour 34.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL07::patrick,KL07,KL KL07,Patrick,12.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,Patrick est éliminé au Conseil au jour 37.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL07::simon,KL07,KL KL07,Simon,13.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,FINALE_ORIENTATION,HIGH,Élimination pendant l'épreuve finale d'orientation.,FINALE_ORIENTATION,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,Simon est éliminé lors de l'épreuve finale d'orientation.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_ORIENTATION
KL07::maryline,KL07,KL KL07,Maryline,14.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,FINALE_POTEAUX,HIGH,Élimination pendant l'épreuve finale des poteaux.,FINALE_POTEAUX,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Palawan,Maryline est éliminée lors de l'épreuve finale des poteaux.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_POTEAUX
KL08::valérie,KL08,KL KL08,Valérie,1.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOLUNTARY,HIGH,Départ choisi volontairement par la candidate.,VOLUNTARY,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Valérie quitte volontairement l'aventure au jour 4.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOLUNTARY
KL08::céga,KL08,KL KL08,Céga,2.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,MEDICAL,HIGH,Sortie imposée pour raison médicale.,MEDICAL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Céga quitte l'aventure pour raison médicale au jour 5.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,MEDICAL
KL08::irya,KL08,KL KL08,Irya,3.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Irya est éliminée au Conseil au jour 6.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL08::morgane,KL08,KL KL08,Morgane,4.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Morgane est éliminée au Conseil au jour 9.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL08::jessica,KL08,KL KL08,Jessica,5.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Jessica est éliminée au Conseil au jour 12.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL08::alain,KL08,KL KL08,Alain,6.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Alain est éliminé au Conseil au jour 15.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL08::jean-bernard,KL08,KL KL08,Jean-Bernard,7.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Jean-Bernard est éliminé au Conseil au jour 18.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL08::christopher,KL08,KL KL08,Christopher,8.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,MEDICAL,HIGH,Sortie imposée pour raison médicale.,MEDICAL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Christopher quitte l'aventure à la suite d'un abandon médical au jour 22.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,MEDICAL
KL08::christophe,KL08,KL KL08,Christophe,9.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Christophe est éliminé au Conseil au jour 24.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL08::charlène,KL08,KL KL08,Charlène,10.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Charlène est éliminée au Conseil au jour 27.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL08::hakim,KL08,KL KL08,Hakim,11.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Première sortie uniquement : élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,"Hakim est éliminé au Conseil, revient après la sortie médicale de Christopher, puis ressort plus tard ; seule sa première sortie est retenue.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL08::régis,KL08,KL KL08,Régis,12.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Régis est éliminé au Conseil au jour 33.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL08::carole,KL08,KL KL08,Carole,13.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Carole est éliminée au Conseil au jour 36.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL08::nathalie,KL08,KL KL08,Nathalie,14.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,FINALE_ORIENTATION,HIGH,Élimination pendant l'épreuve finale d'orientation.,FINALE_ORIENTATION,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Nathalie est éliminée lors de l'épreuve finale d'orientation.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_ORIENTATION
KL08::bertrand,KL08,KL KL08,Bertrand,15.0,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,FINALE_POTEAUX,HIGH,Élimination pendant l'épreuve finale des poteaux.,FINALE_POTEAUX,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Caramoan,Bertrand est éliminé lors de l'épreuve finale des poteaux.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,FINALE_POTEAUX
KL13::steve lemercier,KL13,Koh-Lanta : Raja Ampat,Steve Lemercier,3.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Left Competition Day 8,VOLUNTARY,HIGH,Départ choisi volontairement par le candidat.,VOLUNTARY,VALIDATED_BATCH_002,https://survivor.fandom.com/wiki/Koh-Lanta%3A_Raja_Ampat,Steve choisit de quitter le jeu au jour 8 car ses proches lui manquent.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOLUNTARY
"KL13::nawal ""naouel"" hadjaf",KL13,Koh-Lanta : Raja Ampat,"Nawal ""Naouel"" Hadjaf",5.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Left Competition Day 10,VOLUNTARY,HIGH,Départ choisi volontairement par la candidate.,VOLUNTARY,VALIDATED_BATCH_002,https://survivor.fandom.com/wiki/Koh-Lanta%3A_Raja_Ampat,"Naouel choisit de quitter le jeu au jour 10, ne supportant plus les conditions de vie.",,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOLUNTARY
KL15::mélanie,KL15,Koh-Lanta : Malaisie,Mélanie,1.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Mélanie est éliminée au Conseil au jour 3.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL15::mickaël,KL15,Koh-Lanta : Malaisie,Mickaël,2.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Mickaël est éliminé au Conseil au jour 6.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
KL15::nadine,KL15,Koh-Lanta : Malaisie,Nadine,4.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée,VOTE_CONSEIL,HIGH,Élimination décidée par vote au Conseil.,VOTE_CONSEIL,VALIDATED_BATCH_002,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Malaisie,Nadine est éliminée au Conseil au jour 12.,,,SECONDARY_DATABASE,,,,,,,,,,,,,,,VOTE_CONSEIL
